iter	Passed	Remaining
285	1009	2519
286	1011	2513
287	1014	2508
288	1017	2502
289	1020	2497
290	1022	2491
291	1025	2486
292	1028	2481
293	1030	2475
294	1033	2470
295	1036	2465
296	1039	2460
297	1043	2457
298	1046	2453
299	1049	2448
300	1051	2442
301	1054	2437
302	1057	2432
303	1060	2427
304	1063	2422
305	1065	2417
306	1068	2412
307	1071	2407
308	1074	2402
309	1076	2396
310	1079	2391
311	1082	2387
312	1085	2382
313	1088	2377
314	1090	2372
315	1093	2367
316	1096	2362
317	1099	2357
318	1102	2353
319	1105	2348
320	1107	2343
321	1110	2337
322	1113	2332
323	1115	2327
324	1118	2322
325	1121	2317
326	1123	2312
327	1126	2308
328	1129	2302
329	1131	2298
330	1134	2293
331	1137	2288
332	1140	2284
333	1143	2279
334	1146	2276
335	1149	2271
336	1152	2266
337	1155	2262
338	1157	2257
339	1160	2252
340	1163	2247
341	1166	2243
342	1168	2238
343	1171	2234
344	1174	2229
345	1177	2225
346	1180	2220
347	1183	2216
348	1185	2211
349	1188	2207
350	1192	2204
351	1195	2200
352	1198	2195
353	1200	2191
354	1203	2186
355	1206	2182
356	1209	2177
357	1211	2173
358	1214	2168
359	1217	2164
360	1220	2159
361	1223	2155
362	1226	2151
363	1229	2147
364	1231	2142
365	1234	2138
366	1237	2134
367	1240	2130
368	1243	2126
369	1246	2121
370	1248	2117
371	1251	2113
372	1254	2108
373	1257	2104
374	1260	2100
375	1263	2096
376	1265	2091
377	1268	2087
378	1271	2083
379	1274	2078
380	1276	2074
381	1279	2070
382	1282	2066
383	1285	2062
384	1288	2057
385	1291	2053
386	1293	2049
387	1296	2045
388	1299	2041
389	1302	2037
390	1305	2033
391	1308	2029
392	1311	2025
393	1314	2021
394	1317	2017
395	1319	2013
396	1322	2009
397	1325	2004
398	1327	2000
399	1330	1995
400	1333	1991
401	1336	1987
402	1338	1983
403	1341	1979
404	1344	1975
405	1347	1971
406	1350	1967
407	1353	1963
408	1356	1959
409	1359	1955
410	1361	1951
411	1364	1947
412	1367	1942
413	1369	1938
414	1372	1934
415	1375	1930
416	1377	1926
417	1380	1922
418	1384	1919
419	1387	1915
420	1390	1912
421	1393	1908
422	1395	1904
423	1398	1900
424	1401	1896
425	1404	1892
426	1406	1888
427	1409	1883
428	1412	1879
429	1415	1875
430	1417	1871
431	1420	1867
432	1423	1863
433	1425	1859
434	1428	1855
435	1431	1851
436	1433	1847
437	1436	1843
438	1439	1839
439	1441	1835
440	1444	1831
441	1447	1827
442	1450	1823
443	1452	1819
444	1455	1815
445	1458	1811
446	1460	1807
447	1463	1803
448	1465	1798
449	1468	1794
450	1471	1791
451	1474	1787
452	1477	1784
453	1480	1780
454	1483	1776
455	1485	1772
456	1488	1768
457	1491	1764
458	1494	1760
459	1496	1757
460	1499	1753
461	1502	1749
462	1505	1745
463	1507	1741
464	1510	1738
465	1513	1734
466	1515	1730
467	1518	1726
468	1521	1722
469	1524	1719
470	1527	1715
471	1530	1711
472	1532	1707
473	1535	1704
474	1538	1700
475	1541	1696
476	1544	1692
477	1546	1688
478	1549	1685
479	1551	1681
480	1554	1677
481	1557	1673
482	1560	1669
483	1563	1666
484	1566	1663
485	1568	1659
486	1571	1655
487	1574	1651
488	1576	1647
489	1579	1644
490	1582	1640
491	1585	1637
492	1588	1633
493	1591	1629
494	1594	1626
495	1597	1622
496	1599	1619
497	1602	1615
498	1604	1611
499	1607	1607
500	1610	1604
501	1613	1600
502	1616	1596
503	1618	1593
504	1621	1589
505	1624	1585
506	1627	1582
507	1629	1578
508	1632	1574
509	1635	1571
510	1638	1567
511	1640	1564
512	1643	1560
513	1646	1556
514	1649	1553
515	1652	1549
516	1655	1546
517	1657	1542
518	1660	1538
519	1663	1535
520	1665	1531
521	1668	1528
522	1671	1524
523	1674	1521
524	1677	1517
525	1680	1514
526	1683	1510
527	1686	1507
528	1689	1503
529	1692	1500
530	1694	1496
531	1697	1493
532	1700	1490
533	1703	1486
534	1706	1482
535	1709	1479
536	1711	1475
537	1714	1472
538	1717	1469
539	1720	1465
540	1723	1462
541	1726	1458
542	1729	1455
543	1732	1451
544	1734	1448
545	1737	1444
546	1740	1441
547	1743	1437
548	1746	1434
549	1748	1430
550	1751	1427
551	1754	1423
552	1757	1420
553	1760	1417
554	1763	1413
555	1766	1410
556	1768	1406
557	1771	1403
558	1774	1399
559	1776	1396
560	1779	1392
561	1782	1388
562	1784	1385
563	1787	1382
564	1790	1378
565	1793	1375
566	1796	1371
567	1798	1368
568	1801	1364
569	1804	1361
570	1807	1357
571	1810	1354
572	1812	1350
573	1815	1347
574	1818	1344
575	1821	1340
576	1824	1337
577	1827	1334
578	1830	1330
579	1832	1327
580	1835	1323
581	1838	1320
582	1841	1316
583	1843	1313
584	1846	1310
585	1849	1306
586	1852	1303
587	1854	1299
588	1857	1296
589	1860	1292
590	1863	1289
591	1866	1286
592	1869	1283
593	1872	1279
594	1874	1276
595	1877	1272
596	1880	1269
597	1882	1265
598	1885	1262
599	1888	1258
600	1891	1255
601	1893	1252
602	1896	1248
603	1899	1245
604	1901	1241
605	1904	1238
606	1907	1234
607	1910	1231
608	1912	1228
609	1915	1224
610	1918	1221
611	1920	1217
612	1923	1214
613	1926	1211
614	1929	1208
615	1932	1204
616	1935	1201
617	1937	1197
618	1940	1194
619	1943	1191
620	1946	1187
621	1949	1184
622	1952	1181
623	1955	1178
624	1958	1174
625	1960	1171
626	1963	1168
627	1966	1164
628	1969	1161
629	1972	1158
630	1974	1154
631	1977	1151
632	1980	1147
633	1982	1144
634	1985	1141
635	1988	1138
636	1991	1134
637	1993	1131
638	1996	1128
639	1999	1124
640	2002	1121
641	2004	1117
642	2007	1114
643	2010	1111
644	2013	1108
645	2016	1104
646	2019	1101
647	2022	1098
648	2024	1095
649	2028	1092
650	2030	1088
651	2033	1085
652	2036	1082
653	2039	1078
654	2042	1075
655	2045	1072
656	2047	1069
657	2050	1065
658	2053	1062
659	2056	1059
660	2059	1056
661	2061	1052
662	2064	1049
663	2067	1046
664	2070	1043
665	2073	1039
666	2075	1036
667	2078	1033
668	2081	1029
669	2084	1026
670	2087	1023
671	2090	1020
672	2093	1017
673	2096	1013
674	2098	1010
675	2101	1007
676	2104	1004
677	2107	1000
678	2110	997
679	2112	994
680	2115	991
681	2118	987
682	2121	984
683	2124	981
684	2127	978
685	2130	974
686	2132	971
687	2135	968
688	2138	965
689	2141	962
690	2144	958
691	2147	955
692	2149	952
693	2152	949
694	2155	945
695	2158	942
696	2160	939
697	2163	936
698	2166	932
699	2168	929
700	2171	926
701	2174	922
702	2176	919
703	2179	916
704	2182	913
705	2185	909
706	2187	906
707	2190	903
708	2193	900
709	2195	896
710	2198	893
711	2201	890
712	2204	887
713	2206	883
714	2209	880
715	2212	877
716	2215	874
717	2217	871
718	2220	867
719	2223	864
720	2226	861
721	2229	858
722	2231	855
723	2234	851
724	2237	848
725	2240	845
726	2243	842
727	2246	839
728	2248	835
729	2251	832
730	2254	829
731	2257	826
732	2260	823
733	2263	820
734	2266	817
735	2269	813
736	2271	810
737	2274	807
738	2277	804
739	2280	801
740	2282	797
741	2285	794
742	2288	791
743	2291	788
744	2293	785
745	2296	782
746	2299	778
747	2302	775
748	2305	772
749	2307	769
750	2310	766
751	2313	762
752	2316	759
753	2318	756
754	2321	753
755	2324	750
756	2327	746
757	2330	743
758	2332	740
759	2335	737
760	2338	734
761	2341	731
762	2344	728
763	2347	725
764	2349	721
765	2352	718
766	2355	715
767	2358	712
768	2361	709
769	2363	706
770	2366	702
771	2369	699
772	2372	696
773	2375	693
774	2378	690
775	2380	687
776	2383	684
777	2386	680
778	2389	677
779	2392	674
780	2394	671
781	2397	668
782	2400	665
783	2403	662
784	2406	659
785	2409	655
786	2411	652
787	2414	649
788	2417	646
789	2420	643
790	2423	640
791	2425	637
792	2428	633
793	2431	630
794	2434	627
795	2437	624
796	2439	621
797	2442	618
798	2445	615
799	2448	612
800	2451	608
801	2453	605
802	2456	602
803	2459	599
804	2462	596
805	2464	593
806	2467	590
807	2470	586
808	2472	583
809	2475	580
810	2478	577
811	2481	574
812	2484	571
813	2487	568
814	2490	565
815	2492	562
816	2496	559
817	2498	555
818	2501	552
819	2504	549
820	2507	546
821	2510	543
822	2513	540
823	2515	537
824	2518	534
825	2521	531
826	2524	528
827	2527	524
828	2529	521
829	2532	518
830	2535	515
831	2538	512
832	2541	509
833	2544	506
834	2547	503
835	2549	500
836	2553	497
837	2556	494
838	2558	491
839	2561	487
840	2564	484
841	2567	481
842	2569	478
843	2572	475
844	2575	472
845	2578	469
846	2580	466
847	2583	463
848	2586	459
849	2588	456
850	2591	453
851	2594	450
852	2597	447
853	2600	444
854	2603	441
855	2605	438
856	2608	435
857	2611	432
858	2614	429
859	2616	426
860	2619	422
861	2622	419
862	2625	416
863	2627	413
864	2630	410
865	2633	407
866	2636	404
867	2639	401
868	2642	398
869	2645	395
870	2648	392
871	2651	389
872	2653	386
873	2656	383
874	2659	379
875	2662	376
876	2665	373
877	2667	370
878	2670	367
879	2673	364
880	2675	361
881	2678	358
882	2681	355
883	2683	352
884	2686	349
885	2689	346
886	2693	343
887	2695	340
888	2698	336
889	2701	333
890	2704	330
891	2707	327
892	2710	324
893	2712	321
894	2715	318
895	2718	315
896	2721	312
897	2724	309
898	2727	306
899	2730	303
900	2732	300
901	2735	297
902	2738	294
903	2740	291
904	2743	288
905	2746	284
906	2749	281
907	2751	278
908	2754	275
909	2757	272
910	2760	269
911	2763	266
912	2766	263
913	2768	260
914	2771	257
915	2774	254
916	2777	251
917	2780	248
918	2783	245
919	2786	242
920	2788	239
921	2791	236
922	2794	233
923	2797	230
924	2799	227
925	2802	223
926	2805	220
927	2808	217
928	2811	214
929	2814	211
930	2817	208
931	2820	205
932	2823	202
933	2826	199
934	2828	196
935	2831	193
936	2834	190
937	2837	187
938	2840	184
939	2842	181
940	2845	178
941	2848	175
942	2851	172
943	2854	169
944	2857	166
945	2859	163
946	2862	160
947	2865	157
948	2868	154
949	2870	151
950	2873	148
951	2876	145
952	2878	141
953	2881	138
954	2884	135
955	2887	132
956	2890	129
957	2893	126
958	2896	123
959	2899	120
960	2901	117
961	2904	114
962	2907	111
963	2910	108
964	2913	105
965	2916	102
966	2918	99
967	2921	96
968	2924	93
969	2927	90
970	2930	87
971	2932	84
972	2935	81
973	2938	78
974	2940	75
975	2943	72
976	2946	69
977	2948	66
978	2951	63
979	2954	60
980	2957	57
981	2960	54
982	2962	51
983	2965	48
984	2968	45
985	2971	42
986	2974	39
987	2976	36
988	2979	33
989	2982	30
990	2985	27
991	2987	24
992	2990	21
993	2993	18
994	2995	15
995	2998	12
996	3001	9
997	3004	6
998	3006	3
999	3009	0
