iter	RMSE
287	0.6131570372
288	0.6126967723
289	0.6117479048
290	0.6112742413
291	0.6106185486
292	0.6098961526
293	0.6094598253
294	0.6084694624
295	0.6078863238
296	0.6073066641
297	0.6061111747
298	0.6052138683
299	0.6039919604
300	0.6033186775
301	0.6021981486
302	0.6019510035
303	0.6015418777
304	0.6013705046
305	0.6007222945
306	0.6005041367
307	0.6001143711
308	0.5996382437
309	0.5991343683
310	0.5987309168
311	0.5979275337
312	0.5971482671
313	0.5963077546
314	0.5951603918
315	0.5947700159
316	0.594264318
317	0.5936282839
318	0.593251693
319	0.5930538962
320	0.5925098144
321	0.5915624471
322	0.590807197
323	0.5904161217
324	0.5895913294
325	0.5888284155
326	0.5879569144
327	0.5872193543
328	0.5870208403
329	0.5864240271
330	0.5860091346
331	0.5850338148
332	0.5843530842
333	0.5837279336
334	0.5832703319
335	0.5830195111
336	0.5823500807
337	0.5818295176
338	0.5816430109
339	0.5811052586
340	0.5802117915
341	0.5798746302
342	0.5793938646
343	0.5789611624
344	0.5787828639
345	0.5783152673
346	0.5781826577
347	0.5779689481
348	0.5776336735
349	0.5767386659
350	0.575865431
351	0.5754438454
352	0.5748420463
353	0.5742578968
354	0.5735133438
355	0.5727725307
356	0.5720146147
357	0.5718783022
358	0.5708681631
359	0.570237117
360	0.5700948335
361	0.569562315
362	0.5690073623
363	0.568065523
364	0.5673365475
365	0.5670279818
366	0.5665697287
367	0.5663781059
368	0.5659120361
369	0.5656236712
370	0.5650835136
371	0.5644306115
372	0.5637142895
373	0.5629779762
374	0.5622869633
375	0.5620421878
376	0.5615080471
377	0.5613236634
378	0.5609177571
379	0.5603698226
380	0.5599224172
381	0.5594144553
382	0.5589829214
383	0.5588351464
384	0.5583211604
385	0.557883518
386	0.5573844858
387	0.5569715139
388	0.5563384074
389	0.5561326725
390	0.5556564605
391	0.5555024593
392	0.5552337719
393	0.5549114963
394	0.5546581512
395	0.5544280816
396	0.5539974506
397	0.5535239853
398	0.5530522056
399	0.5528440547
400	0.5522204313
401	0.5518964385
402	0.5515493317
403	0.5511346915
404	0.5507310124
405	0.5496664978
406	0.5493220489
407	0.5491758065
408	0.548781862
409	0.5486465237
410	0.5484524774
411	0.5480318306
412	0.5477433155
413	0.5467932352
414	0.5463910255
415	0.5460370221
416	0.5456854653
417	0.5455299005
418	0.5449889041
419	0.5448461232
420	0.5443759937
421	0.5439024652
422	0.5433532586
423	0.5428352813
424	0.5424224162
425	0.5418007091
426	0.5410762652
427	0.5404410864
428	0.5403314071
429	0.5400252445
430	0.5396791502
431	0.5392237217
432	0.5389224636
433	0.5386465988
434	0.5383341039
435	0.5381906973
436	0.5376649034
437	0.5373279
438	0.5369349874
439	0.5363958809
440	0.5360757301
441	0.5357273376
442	0.5352680949
443	0.5351097319
444	0.5344313664
445	0.5338904052
446	0.5334189067
447	0.5331387916
448	0.5328905917
449	0.53254384
450	0.5322270141
451	0.5318230875
452	0.531187593
453	0.5309681271
454	0.5300835356
455	0.5296337135
456	0.5293289673
457	0.529018301
458	0.5286069028
459	0.5284749337
460	0.5277790289
461	0.5274181669
462	0.5265628195
463	0.5262737074
464	0.5258991755
465	0.5255147911
466	0.525302413
467	0.5250102874
468	0.5247291746
469	0.5241529488
470	0.523897896
471	0.5235607343
472	0.5232332571
473	0.52284786
474	0.5225264616
475	0.5219484964
476	0.5216578587
477	0.5215225664
478	0.5212981036
479	0.5208670206
480	0.5205323967
481	0.5202365836
482	0.5201468279
483	0.5198145533
484	0.5191517044
485	0.5187636915
486	0.5182840785
487	0.5179773665
488	0.5177391334
489	0.5171116995
490	0.5168100285
491	0.5164070518
492	0.5163501288
493	0.516048381
494	0.5158051608
495	0.5153908617
496	0.5152982179
497	0.5152207523
498	0.5148707551
499	0.5146268959
500	0.5143364256
501	0.5140833814
502	0.5136762576
503	0.5135298973
504	0.5130990104
505	0.5124237431
506	0.5118165523
507	0.5112082447
508	0.5109285413
509	0.5106013177
510	0.5102667782
511	0.509706988
512	0.5094901067
513	0.5093729782
514	0.50876734
515	0.5084780315
516	0.5080601536
517	0.5076566504
518	0.5072606755
519	0.5068615329
520	0.5064713993
521	0.5060608679
522	0.5057081146
523	0.5052713664
524	0.5049197295
525	0.504349865
526	0.5039586304
527	0.5037230412
528	0.5031849591
529	0.503003728
530	0.5026194853
531	0.5020125557
532	0.5016429872
533	0.5013981899
534	0.5012983329
535	0.5007654755
536	0.5005867137
537	0.5002306669
538	0.4997246241
539	0.4993108943
540	0.4991214258
541	0.4990056296
542	0.4987489234
543	0.4983870911
544	0.497864794
545	0.4976894497
546	0.4974293255
547	0.4969494775
548	0.4967869143
549	0.4963105273
550	0.4959416627
551	0.495570148
552	0.495333537
553	0.4947670319
554	0.4943097029
555	0.4938700589
556	0.4935879066
557	0.4933317374
558	0.49310968
559	0.4926710375
560	0.4923507925
561	0.4920812303
562	0.4917132826
563	0.4912954137
564	0.4910631724
565	0.4906922589
566	0.4904590193
567	0.4900019245
568	0.4898206486
569	0.4895436744
570	0.4891854456
571	0.488991983
572	0.488599005
573	0.4881020164
574	0.487874655
575	0.4876503584
576	0.4875257199
577	0.4873730296
578	0.4871395172
579	0.4869417795
580	0.486894512
581	0.4863740959
582	0.4861783733
583	0.4859306012
584	0.4856569818
585	0.4855153004
586	0.4854691756
587	0.4851610732
588	0.4846926038
589	0.4843456596
590	0.4840333758
591	0.4834369956
592	0.4833473832
593	0.4831615249
594	0.4827901832
595	0.4824394683
596	0.4823341223
597	0.4822287275
598	0.4815988699
599	0.4812646472
600	0.4810839793
601	0.4808274821
602	0.4807280906
603	0.4804348908
604	0.4801512781
605	0.4797889075
606	0.4794317096
607	0.4791125103
608	0.4787939556
609	0.478376972
610	0.4781334646
611	0.4779952099
612	0.4776842404
613	0.4774740502
614	0.4772426074
615	0.4768024546
616	0.4763610355
617	0.4762225127
618	0.4759244242
619	0.4754797228
620	0.4753675692
621	0.4751984075
622	0.474958359
623	0.4746813467
624	0.4745437966
625	0.474049852
626	0.4737410157
627	0.4735108411
628	0.473426797
629	0.4733637349
630	0.4732235239
631	0.4730825554
632	0.4725565418
633	0.4722733124
634	0.471886248
635	0.4715906851
636	0.4714622298
637	0.4711341476
638	0.4709734455
639	0.4706860157
640	0.4705521756
641	0.4702789997
642	0.4700929439
643	0.4698465012
644	0.4694793892
645	0.4691943184
646	0.4689490265
647	0.4686485702
648	0.4683567256
649	0.4681883344
650	0.467953449
651	0.4676857274
652	0.467454899
653	0.4672302598
654	0.4670524672
655	0.4666222273
656	0.4663511232
657	0.4661982787
658	0.4658265021
659	0.4655403874
660	0.4652137373
661	0.4649893267
662	0.4648492124
663	0.4645951616
664	0.4643827922
665	0.4641511547
666	0.463869571
667	0.463535316
668	0.4633748091
669	0.4630608727
670	0.4628366476
671	0.4623697367
672	0.4620932538
673	0.4619465599
674	0.4616744392
675	0.4612350391
676	0.4609185024
677	0.4607171733
678	0.4606162635
679	0.4602921402
680	0.4599798925
681	0.4595413274
682	0.4591689206
683	0.4588877218
684	0.4586017727
685	0.4584722583
686	0.4583247253
687	0.4577541931
688	0.4574711974
689	0.4573173916
690	0.4569458532
691	0.4566392774
692	0.4565401857
693	0.4562577189
694	0.4559108717
695	0.4555518386
696	0.455487043
697	0.4551517282
698	0.4548574271
699	0.4546290005
700	0.4542544748
701	0.4540486828
702	0.4537736579
703	0.4535968559
704	0.4534452716
705	0.4533170166
706	0.4530310692
707	0.4529577746
708	0.4527154008
709	0.4524701726
710	0.45232018
711	0.4519675042
712	0.4517257769
713	0.4515486479
714	0.4514230404
715	0.451227825
716	0.451027212
717	0.4507841948
718	0.4506593903
719	0.4504651962
720	0.4500427855
721	0.4498372123
722	0.4495444119
723	0.4493257029
724	0.4490846989
725	0.4487954099
726	0.4484825563
727	0.4482940716
728	0.4480517645
729	0.4477429912
730	0.4473527404
731	0.4470606347
732	0.4468743688
733	0.4466495646
734	0.4464032507
735	0.4462796916
736	0.4461600841
737	0.4457263786
738	0.445560704
739	0.4453976634
740	0.4449936057
741	0.4447184036
742	0.4442551189
743	0.444131875
744	0.4439298063
745	0.4437231785
746	0.443365039
747	0.4429915475
748	0.4427594977
749	0.4426120002
750	0.4424076325
751	0.4422054139
752	0.4417512502
753	0.4413361562
754	0.4412025004
755	0.4408668852
756	0.4407215413
757	0.440626029
758	0.440417383
759	0.4402034502
760	0.4397420577
761	0.4396041501
762	0.4392841863
763	0.4391378922
764	0.4389379131
765	0.438671621
766	0.4384229873
767	0.4380243522
768	0.4376668369
769	0.4374511016
770	0.4370566804
771	0.4368034065
772	0.4363746952
773	0.4360947068
774	0.4357201901
775	0.435632622
776	0.4352949389
777	0.4351277339
778	0.4348851839
779	0.4346452986
780	0.4343626948
781	0.4341147303
782	0.4339835148
783	0.433842432
784	0.4337071322
785	0.4335105009
786	0.4331426158
787	0.4328343488
788	0.4325749141
789	0.4324408936
790	0.4323410492
791	0.4322156321
792	0.4321043529
793	0.4319400311
794	0.4316094103
795	0.4312278226
796	0.430931478
797	0.4308199996
798	0.430739674
799	0.4304727351
800	0.4302237829
801	0.4300900662
802	0.429836403
803	0.4297384672
804	0.4296099801
805	0.429398886
806	0.4291874112
807	0.4288349986
808	0.4285212658
809	0.4282048403
810	0.4278791474
811	0.427600591
812	0.42734054
813	0.4270682759
814	0.4268587849
815	0.4266288768
816	0.4265089274
817	0.4263593979
818	0.4261394328
819	0.4259897651
820	0.4255582301
821	0.4253935978
822	0.4252262909
823	0.4250864683
824	0.4249552147
825	0.4246404561
826	0.4244584961
827	0.4242215187
828	0.424070183
829	0.4238804958
830	0.4236356764
831	0.4234195924
832	0.4232199758
833	0.422937541
834	0.4225774059
835	0.4223557388
836	0.4221140378
837	0.4218229301
838	0.4214863802
839	0.4212770035
840	0.4210489761
841	0.4207735503
842	0.4206075929
843	0.4203128234
844	0.4200763062
845	0.4200023622
846	0.4197825995
847	0.4194175649
848	0.4190527735
849	0.4187672214
850	0.4185982153
851	0.4184429834
852	0.4182289967
853	0.4180162565
854	0.4179202394
855	0.417734689
856	0.4175109975
857	0.417345812
858	0.4170620322
859	0.4169879343
860	0.4168960816
861	0.4168134656
862	0.4164889158
863	0.4162210211
864	0.4160543326
865	0.4158034737
866	0.4155374945
867	0.4154771891
868	0.4153458018
869	0.4151946502
870	0.4149712535
871	0.4148916535
872	0.4145862912
873	0.4143847692
874	0.4141260958
875	0.4140492042
876	0.4138115378
877	0.4136491881
878	0.4133570575
879	0.4131848553
880	0.4129609137
881	0.4127335491
882	0.4125502054
883	0.41226489
884	0.4120598446
885	0.4117528309
886	0.4115043541
887	0.4113222358
888	0.4111703596
889	0.4110172087
890	0.4109228257
891	0.4108019921
892	0.4106121951
893	0.4103371128
894	0.4102556765
895	0.4101368046
896	0.4098891047
897	0.4096696506
898	0.4095404805
899	0.4093259534
900	0.4091972214
901	0.4090539248
902	0.4089018935
903	0.40869511
904	0.4085043963
905	0.408302707
906	0.4081831212
907	0.4080093853
908	0.4078943538
909	0.40765462
910	0.4075425944
911	0.4072843387
912	0.4070753545
913	0.4068226
914	0.4064314048
915	0.4062642211
916	0.4061459763
917	0.4059854735
918	0.4057457459
919	0.4056005601
920	0.4053717226
921	0.4052971517
922	0.4051999017
923	0.4050539968
924	0.4048413368
925	0.4046582858
926	0.4044640805
927	0.4042528633
928	0.4038730745
929	0.4037542184
930	0.4035302074
931	0.4033668661
932	0.4030029682
933	0.4028228611
934	0.4026408761
935	0.4023858784
936	0.4022076079
937	0.4020390676
938	0.4018798664
939	0.4016111769
940	0.4013396892
941	0.4011936721
942	0.401024899
943	0.4008196241
944	0.400686909
945	0.400462327
946	0.4003873828
947	0.4001092683
948	0.3999103584
949	0.3997677881
950	0.399533678
951	0.399442808
952	0.399236774
953	0.3990546245
954	0.398807547
955	0.3986470354
956	0.3985411092
957	0.3983429821
958	0.3982825774
959	0.3981889059
960	0.3979919102
961	0.3978836846
962	0.397703777
963	0.3973544212
964	0.397087872
965	0.3969707219
966	0.3968629096
967	0.3966768618
968	0.3963288633
969	0.3961044167
970	0.3959450421
971	0.3956234806
972	0.3954391535
973	0.395061112
974	0.3949245688
975	0.3947643955
976	0.3946762879
977	0.3945713274
978	0.3945255974
979	0.3942563743
980	0.3940599114
981	0.3937826177
982	0.39359421
983	0.3933761342
984	0.3932143885
985	0.3930776287
986	0.3928602454
987	0.392578907
988	0.392408609
989	0.3922598065
990	0.3919550456
991	0.3917555011
992	0.3915918037
993	0.3914019872
994	0.3911696238
995	0.3909690437
996	0.3907516648
997	0.3905638746
998	0.3904628047
999	0.3902516628
